ID,SKU,Slug,Name,"Name (AR)","Short Description","Short Description (AR)",Description,"Description (AR)",Category,Subcategory,Price,"Compare Price","Discount %",Stock,"Low Stock Threshold",Status,Featured,Color,"Color Hex","Available Sizes","Size Stock","Available Colors","Variant Stock","Product Group","Times Purchased","Avg Rating","Review Count","View Count","Primary Image","Created At","Updated At"
81,M38-P8161,pleyerid-peacockwith-lighting,"PLEYERID-Peacock(with Lighting)","PLEYERID – طائر الطاووس (مع إضاءة)","Add a touch of charm and beauty to your room with the PLEYERID Peacock with Lighting!","أضف لمسة من السحر والجمال إلى غرفتك مع PLEYERID – طائر الطاووس المزود بإضاءة!","Add a touch of charm and beauty to your room with the PLEYERID Peacock with Lighting!","أضف لمسة من السحر والجمال إلى غرفتك مع PLEYERID – طائر الطاووس المزود بإضاءة!","Building Blocks","Animals & Creatures",33.61,,,36,,Active,No,,,,,,,,78,3.5,2,307,pleyerid-peacockwith-lighting.webp,"2026-01-26 10:26:51","2026-01-26 10:26:52"
96,M38-B1101-17,pleyerid-peony-198pcs,"PLEYERID-Peony 198PCS","زهرة الفاوانيا – طقم تركيب 198 قطعة","Discover the beauty of building the Sluban Peony, featuring 198 pieces.","اكتشف جمال بناء زهرة الفاوانيا من Sluban.","Discover the beauty of building the Sluban Peony, featuring 198 pieces.","اكتشف جمال بناء زهرة الفاوانيا من Sluban.","Building Blocks","Flowers & Plants",10.34,,,96,,Active,No,,,,,,,,59,4.0,31,207,pleyerid-peony-198pcs.webp,"2026-01-26 10:26:51","2026-01-26 10:26:51"
105,M38-B1101-03,pleyerid-protea-cynaroides-219pcs,"PLEYERID-Protea Cynaroides 219PCS","بلايريد – زهرة بروتيا سيناروييد – 219 قطعة","A detailed building model inspired by the stunning Protea Cynaroides.","هو نموذج تركيب مستوحى من زهرة البروتيا سيناروييد الرائعة.","A detailed building model inspired by the stunning Protea Cynaroides.","هو نموذج تركيب مستوحى من زهرة البروتيا سيناروييد الرائعة.","Building Blocks","Flowers & Plants",10.34,30.00,65.5%,96,,Active,No,,,,,,,,47,3.6,26,281,pleyerid-protea-cynaroides-219pcs.webp,"2026-01-26 10:26:51","2026-01-26 10:26:52"
104,M38-B1101-04,pleyerid-red-rose-258pcs,"PLEYERID-Red Rose 258PCS","طقم بناء أزهار الوردة الحمراء – 254 قطعة","Enjoy fun and educational building with the Red Rose set from Sluban Pleyerid Flowers.","امنح الأطفال تجربة بناء ممتعة وتعليمية مع طقم الوردة الحمراء.","Enjoy fun and educational building with the Red Rose set from Sluban Pleyerid Flowers.","امنح الأطفال تجربة بناء ممتعة وتعليمية مع طقم الوردة الحمراء.","Building Blocks","Flowers & Plants",10.34,,,96,,Active,No,,,,,,,,28,4.6,36,451,pleyerid-red-rose-258pcs.webp,"2026-01-26 10:26:51","2026-01-26 10:26:51"
84,M38-P8061,pleyerid-red-rosesplated-vases-313pcs,"PLEYERID-Red roses(Plated vases) 313pcs","PLEYERID - الورود الحمراء (مزهرية مطلية) 313 قطعة","Enjoy building this stunning PLEYERID set with elegant plated vase.","PLEYERID - الورود الحمراء (مزهرية مطلية) 313 قطعة","Enjoy building this stunning PLEYERID set with elegant plated vase.","PLEYERID - الورود الحمراء (مزهرية مطلية) 313 قطعة","Building Blocks","Flowers & Plants",14.65,,,72,,Active,No,,,,,,,,28,4.4,37,123,pleyerid-red-rosesplated-vases-313pcs.webp,"2026-01-26 10:26:51","2026-01-26 10:26:52"
83,M38-P8070,pleyerid-roses-313pcs,"PLEYERID-roses 313pcs","PLEYERID - ورود (313 قطعة)","Enjoy building this exquisite PLEYERID set consisting of 313 pieces.","استمتع ببناء هذا المجسم الجميل من PLEYERID المكوَّن من 313 قطعة.","Enjoy building this exquisite PLEYERID set consisting of 313 pieces.","استمتع ببناء هذا المجسم الجميل من PLEYERID المكوَّن من 313 قطعة.","Building Blocks","Flowers & Plants",14.65,,,72,,Active,No,,,,,,,,75,3.7,8,316,pleyerid-roses-313pcs.webp,"2026-01-26 10:26:51","2026-01-26 10:26:51"
82,M38-P8160,pleyerid-swanswith-lighting-932pcs,"PLEYERID-Swans(with Lighting) 932pcs","PLEYERID - البجع مع إضاءة (932 قطعة)","Enjoy building this stunning PLEYERID set consisting of 932 pieces with a lighting system.","استمتع ببناء هذا المجسم الرائع من PLEYERID المكوَّن من 932 قطعة.","Enjoy building this stunning PLEYERID set consisting of 932 pieces with a lighting system.","استمتع ببناء هذا المجسم الرائع من PLEYERID المكوَّن من 932 قطعة.","Building Blocks","Animals & Creatures",33.61,,,36,,Active,No,,,,,,,,71,4.3,32,419,pleyerid-swanswith-lighting-932pcs.webp,"2026-01-26 10:26:51","2026-01-26 10:26:51"
102,M38-B1101-08,pleyerid-tibouchina-urvilleana-251pcs,"PLEYERID-Tibouchina urvilleana 251PCS","طقم بناء أزهار تيبوشينا أورفيليانا – 251 قطعة","Unleash creativity with the Tibouchina Urvilleana building set from the Sluban Pleyerid Flowers range.","أطلق العنان لإبداع الأطفال مع طقم أزهار تيبوشينا أورفيليانا.","Unleash creativity with the Tibouchina Urvilleana building set from the Sluban Pleyerid Flowers range.","أطلق العنان لإبداع الأطفال مع طقم أزهار تيبوشينا أورفيليانا.","Building Blocks","Flowers & Plants",10.34,,,96,,Active,No,,,,,,,,79,4.0,12,210,pleyerid-tibouchina-urvilleana-251pcs.webp,"2026-01-26 10:26:51","2026-01-26 10:26:51"
86,M38-P8018,pleyerid-x-miu-cat-01,"PLEYERID-X-MIU-CAT 01","بلايريد × ميو كات 01","PLEYERID X MIU CAT 01 is a special edition piece that combines modern design with a bold, distinctive character.","قطعة PLEYERID × MIU CAT 01 تمثّل إصدارًا خاصًا يجمع بين التصميم العصري والطابع الجريء.","PLEYERID X MIU CAT 01 is a special edition piece that combines modern design with a bold, distinctive character.","قطعة PLEYERID × MIU CAT 01 تمثّل إصدارًا خاصًا يجمع بين التصميم العصري والطابع الجريء.","Building Blocks","Animals & Creatures",34.47,85.00,59.4%,18,,Active,No,,,,,,,,54,4.7,3,481,pleyerid-x-miu-cat-01.webp,"2026-01-26 10:26:51","2026-01-26 10:26:52"
42,XNI-6882,plush-teddy-bear,"Plush Teddy Bear","دبدوب قطيفة","Soft and cuddly plush teddy bear, 30cm tall. Made with child-safe materials, machine washable.","دبدوب قطيفة ناعم ومحبوب، ارتفاع 30 سم. مصنوع من مواد آمنة للأطفال، قابل للغسيل في الغسالة.","Soft and cuddly plush teddy bear, 30cm tall. Made with child-safe materials, machine washable.","دبدوب قطيفة ناعم ومحبوب، ارتفاع 30 سم. مصنوع من مواد آمنة للأطفال، قابل للغسيل في الغسالة.",Kids,Toys,16.00,23.00,30.4%,45,,Active,No,,,,,,,,59,4.5,2,566,plush-teddy-bear.webp,"2026-01-26 10:26:50","2026-01-26 10:26:52"
47,TRP-8030,polarized-sunglasses,"Polarized Sunglasses","نظارات شمسية مستقطبة","UV400 protection polarized sunglasses with lightweight frame. Reduces glare and protects your eyes in style.","نظارات شمسية مستقطبة بحماية UV400 مع إطار خفيف الوزن. تقلل الوهج وتحمي عينيك بأناقة.","UV400 protection polarized sunglasses with lightweight frame. Reduces glare and protects your eyes in style.","نظارات شمسية مستقطبة بحماية UV400 مع إطار خفيف الوزن. تقلل الوهج وتحمي عينيك بأناقة.",Fashion,"Men's Fashion",30.00,,,45,,Active,No,,,,,,,,63,4.7,72,724,polarized-sunglasses.webp,"2026-01-26 10:26:50","2026-01-26 10:26:51"
89,M38-B1335,power-bricks-formula-carpull-back-210pcs,"POWER BRICKS-Formula car(Pull back) 210pcs","باور بريكس – سيارة فورمولا (نظام السحب للخلف) – 210 قطعة","An exciting building set designed for speed lovers with a pull-back motor.","هي مجموعة تركيب ممتعة تجمع بين الإبداع وروح السباق.","An exciting building set designed for speed lovers with a pull-back motor.","هي مجموعة تركيب ممتعة تجمع بين الإبداع وروح السباق.","Building Blocks",Vehicles,12.06,,,72,,Active,No,,,,,,,,34,3.8,24,339,power-bricks-formula-carpull-back-210pcs.webp,"2026-01-26 10:26:51","2026-01-26 10:26:51"
90,M38-B1332,power-bricks-vintage-carpull-back-238pcs,"POWER BRICKS-Vintage car(Pull back) 238pcs","باور بريكس – سيارة كلاسيكية (نظام السحب للخلف) – 238 قطعة","Brings classic automotive charm to life through an engaging building experience.","تجسّد روح السيارات الكلاسيكية من خلال تجربة تركيب ممتعة.","Brings classic automotive charm to life through an engaging building experience.","تجسّد روح السيارات الكلاسيكية من خلال تجربة تركيب ممتعة.","Building Blocks",Vehicles,12.06,,,72,,Active,No,,,,,,,,76,3.8,4,441,power-bricks-vintage-carpull-back-238pcs.webp,"2026-01-26 10:26:51","2026-01-26 10:26:52"
59,NJ1-7099,premium-metal-pen-set,"Premium Metal Pen Set","طقم أقلام معدنية فاخرة","Elegant metal ballpoint pen set in gift box. Smooth writing experience with replaceable refills.","طقم أقلام حبر جاف معدنية أنيقة في علبة هدايا. كتابة سلسة مع عبوات قابلة للاستبدال.","Elegant metal ballpoint pen set in gift box. Smooth writing experience with replaceable refills.","طقم أقلام حبر جاف معدنية أنيقة في علبة هدايا. كتابة سلسة مع عبوات قابلة للاستبدال.",Stationery,"Office Supplies",20.00,40.00,50%,40,,Active,No,,,,,,,,22,4.7,63,702,premium-metal-pen-set.webp,"2026-01-26 10:26:50","2026-01-26 10:26:51"
54,MTU-5608,premium-yoga-mat-6mm,"Premium Yoga Mat 6mm","سجادة يوغا فاخرة 6 ملم","Eco-friendly TPE yoga mat with non-slip surface. 6mm thickness for joint protection. Includes carrying strap.","سجادة يوغا صديقة للبيئة من TPE بسطح مانع للانزلاق. سمك 6 ملم لحماية المفاصل. تتضمن حزام حمل.","Eco-friendly TPE yoga mat with non-slip surface. 6mm thickness for joint protection. Includes carrying strap.","سجادة يوغا صديقة للبيئة من TPE بسطح مانع للانزلاق. سمك 6 ملم لحماية المفاصل. تتضمن حزام حمل.",Sports,"Fitness Equipment",18.00,,,50,,Active,No,,,,,,,,55,5.0,30,545,premium-yoga-mat-6mm.webp,"2026-01-26 10:26:50","2026-01-26 10:26:51"
55,FEG-6837,resistance-bands-set,"Resistance Bands Set","طقم أحزمة مقاومة","Set of 5 resistance bands with different strength levels. Includes door anchor, handles, and carrying bag.","طقم من 5 أحزمة مقاومة بمستويات قوة مختلفة. يشمل مثبت باب ومقابض وحقيبة حمل.","Set of 5 resistance bands with different strength levels. Includes door anchor, handles, and carrying bag.","طقم من 5 أحزمة مقاومة بمستويات قوة مختلفة. يشمل مثبت باب ومقابض وحقيبة حمل.",Sports,"Fitness Equipment",15.00,,,60,,Active,No,,,,,,,,67,4.5,34,300,resistance-bands-set.webp,"2026-01-26 10:26:50","2026-01-26 10:26:51"
16,ACC-UJ7356,samsung-25w-usb-c-charger,"Samsung 25W USB-C Charger","شاحن سامسونج 25 واط USB-C","Super fast charging adapter compatible with Galaxy devices.","محول شحن سريع جداً متوافق مع أجهزة جالكسي.","Super fast charging adapter compatible with Galaxy devices.","محول شحن سريع جداً متوافق مع أجهزة جالكسي.",Electronics,Accessories,29.00,58.00,50%,150,,Active,No,,,,,,,,567,4.5,312,3450,samsung-25w-usb-c-charger.webp,"2026-01-26 10:26:50","2026-01-26 10:26:50"
2,PHN-DX2866,samsung-galaxy-s24-ultra,"Samsung Galaxy S24 Ultra","سامسونج جالكسي S24 الترا","AI-powered Galaxy with S Pen, 200MP camera, and Snapdragon 8 Gen 3.","جالكسي مدعوم بالذكاء الاصطناعي مع قلم S وكاميرا 200 ميجابكسل ومعالج سناب دراجون 8 الجيل الثالث.","AI-powered Galaxy with S Pen, 200MP camera, and Snapdragon 8 Gen 3.","جالكسي مدعوم بالذكاء الاصطناعي مع قلم S وكاميرا 200 ميجابكسل ومعالج سناب دراجون 8 الجيل الثالث.",Electronics,Smartphones,"1,299.00","1,850.00",29.8%,18,,Active,Yes,,,,,,,,203,4.7,124,3150,samsung-galaxy-s24-ultra.webp,"2026-01-26 10:26:50","2026-01-26 10:26:50"
49,YNI-4977,silk-scarf,"Silk Scarf","وشاح حرير","Luxurious 100% silk scarf with elegant pattern. Versatile accessory for any outfit.","وشاح حرير فاخر 100% بنقشة أنيقة. إكسسوار متعدد الاستخدامات لأي إطلالة.","Luxurious 100% silk scarf with elegant pattern. Versatile accessory for any outfit.","وشاح حرير فاخر 100% بنقشة أنيقة. إكسسوار متعدد الاستخدامات لأي إطلالة.",Fashion,"Women's Fashion",25.00,,,40,,Active,No,,,,,,,,53,4.4,53,625,silk-scarf.webp,"2026-01-26 10:26:50","2026-01-26 10:26:51"
109,M38-B1254,sluban-army-joint-assault-744-pieces-building-set,"sluban Army Joint Assault – 744 Pieces Building Set","سلوبان مجموعة هجوم مشترك (744 قطعة)","An action-packed military building set from sluban Army featuring 744 pieces.","مجموعة تركيب عسكرية مميزة من sluban Army تضم 744 قطعة.","An action-packed military building set from sluban Army featuring 744 pieces.","مجموعة تركيب عسكرية مميزة من sluban Army تضم 744 قطعة.","Building Blocks",Military,34.47,,,32,,Active,No,,,,,,,,69,4.1,21,486,sluban-army-joint-assault-744-pieces-building-set.webp,"2026-01-26 10:26:51","2026-01-26 10:26:51"
111,M38-B1253,sluban-army-t14s-armata-tank-319-pieces-building-set,"sluban Army T14S Armata Tank – 319 Pieces Building Set","سلوبان آرمـي دبابة أرماتا تي-14 إس – 319 قطعة","A military building set from sluban Army that lets you build the powerful T14S Armata Tank.","مجموعة تركيب عسكرية من sluban Army تتيح بناء دبابة T14S Armata.","A military building set from sluban Army that lets you build the powerful T14S Armata Tank.","مجموعة تركيب عسكرية من sluban Army تتيح بناء دبابة T14S Armata.","Building Blocks",Military,16.37,,,48,,Active,No,,,,,,,,91,4.2,18,314,sluban-army-t14s-armata-tank-319-pieces-building-set.webp,"2026-01-26 10:26:51","2026-01-26 10:26:51"
120,M38-B1216,sluban-metropolis-doctor-dream-city-hospital-pull-back,"sluban Metropolis Doctor – Dream City Hospital (Pull Back)","سلوبان متروبوليس – مستشفى مدينة الأحلام (خاصية السحب للخلف)","A fun building set from sluban Metropolis to construct the Dream City Hospital.","مجموعة تركيب ممتعة من سلوبان متروبوليس لبناء مستشفى مدينة الأحلام.","A fun building set from sluban Metropolis to construct the Dream City Hospital.","مجموعة تركيب ممتعة من سلوبان متروبوليس لبناء مستشفى مدينة الأحلام.","Building Blocks","City & Buildings",38.78,,,40,,Active,No,,,,,,,,33,4.0,2,194,sluban-metropolis-doctor-dream-city-hospital-pull-back.webp,"2026-01-26 10:26:51","2026-01-26 10:26:52"
121,M38-B1215,sluban-metropolis-doctor-mobile-nursing-car-pull-back,"sluban Metropolis Doctor – Mobile Nursing Car (Pull Back)","سلوبان متروبوليس – سيارة التمريض المتنقلة (خاصية السحب للخلف)","A fun building set from sluban Metropolis to construct the Mobile Nursing Car.","مجموعة تركيب ممتعة من سلوبان متروبوليس لبناء سيارة التمريض المتنقلة.","A fun building set from sluban Metropolis to construct the Mobile Nursing Car.","مجموعة تركيب ممتعة من سلوبان متروبوليس لبناء سيارة التمريض المتنقلة.","Building Blocks","City & Buildings",21.54,,,36,,Active,No,,,,,,,,92,4.3,4,430,sluban-metropolis-doctor-mobile-nursing-car-pull-back.webp,"2026-01-26 10:26:51","2026-02-03 07:34:46"
117,M38-B1220,sluban-metropolis-police-central-police-station-pull-back,"sluban Metropolis Police – Central Police Station (Pull Back)","سلوبان متروبوليس شرطة – مركز الشرطة المركزي (خاصية السحب للخلف)","A fantastic building set from sluban Metropolis Police to construct the Central Police Station.","مجموعة تركيب رائعة من سلوبان متروبوليس شرطة لبناء مركز الشرطة المركزي.","A fantastic building set from sluban Metropolis Police to construct the Central Police Station.","مجموعة تركيب رائعة من سلوبان متروبوليس شرطة لبناء مركز الشرطة المركزي.","Building Blocks","City & Buildings",38.78,,,40,,Active,No,,,,,,,,97,5.0,2,157,sluban-metropolis-police-central-police-station-pull-back.webp,"2026-01-26 10:26:51","2026-01-26 10:26:52"
119,M38-B1218,sluban-metropolis-police-escort-criminal-yuri-pull-back,"sluban Metropolis Police – Escort Criminal Yuri (Pull Back)","سلوبان متروبوليس شرطة – مرافقة المجرم يوري (خاصية السحب للخلف)","A fun building set from sluban Metropolis Police to create the Escort Criminal Yuri scene.","مجموعة تركيب ممتعة من سلوبان متروبوليس شرطة لبناء مشهد مرافقة المجرم يوري.","A fun building set from sluban Metropolis Police to create the Escort Criminal Yuri scene.","مجموعة تركيب ممتعة من سلوبان متروبوليس شرطة لبناء مشهد مرافقة المجرم يوري.","Building Blocks","City & Buildings",14.65,37.00,60.4%,48,,Active,No,,,,,,,,54,4.7,3,417,sluban-metropolis-police-escort-criminal-yuri-pull-back.webp,"2026-01-26 10:26:51","2026-01-26 10:26:52"
110,M38-B1219,sluban-metropolis-police-invasion-command-vehicle-pull-back,"sluban Metropolis Police – Invasion Command Vehicle (Pull Back)","سلوبان مركبة القيادة لمواجهة الغزو (خاصية السحب للخلف)","A dynamic command vehicle from sluban Metropolis Police, featuring a modern design and pull-back action.","مركبة قيادة مميزة من sluban Metropolis Police بتصميم عصري وميزة السحب للخلف.","A dynamic command vehicle from sluban Metropolis Police, featuring a modern design and pull-back action.","مركبة قيادة مميزة من sluban Metropolis Police بتصميم عصري وميزة السحب للخلف.","Building Blocks","City & Buildings",21.54,,,36,,Active,No,,,,,,,,25,4.8,35,473,sluban-metropolis-police-invasion-command-vehicle-pull-back.webp,"2026-01-26 10:26:51","2026-01-26 10:26:51"
116,M38-B1233,sluban-modelbricks-135-wz-10s-metal-coating-version-914-pieces,"sluban ModelBricks 1/35 WZ-10S (Metal Coating Version) – 914 Pieces","سلوبان موديل بريكس هليكوبتر دبابة WZ-10S (نسخة بطبقة معدنية) – 914 قطعة","An advanced building set from sluban ModelBricks to construct the WZ-10S helicopter with a metal coating.","مجموعة تركيب متقدمة من سلوبان موديل بريكس لبناء هليكوبتر WZ-10S.","An advanced building set from sluban ModelBricks to construct the WZ-10S helicopter with a metal coating.","مجموعة تركيب متقدمة من سلوبان موديل بريكس لبناء هليكوبتر WZ-10S.","Building Blocks","City & Buildings",51.72,,,18,,Active,No,,,,,,,,50,3.8,24,116,sluban-modelbricks-135-wz-10s-metal-coating-version-914-pieces.webp,"2026-01-26 10:26:51","2026-01-26 10:26:51"
115,M38-B1234,sluban-modelbricks-135-ztz-99as-tank-metal-coating-version-1079-pieces,"sluban ModelBricks 1/35 ZTZ-99AS Tank (Metal Coating Version) – 1079 Pieces","سلوبان موديل بريكس دبابة زد تي زد-99 إيه إس (نسخة بطبقة معدنية) – 1079 قطعة","A premium building set from sluban ModelBricks to construct the ZTZ-99AS tank with a metal coating.","مجموعة تركيب فاخرة من سلوبان موديل بريكس لبناء دبابة زد تي زد-99 إيه إس.","A premium building set from sluban ModelBricks to construct the ZTZ-99AS tank with a metal coating.","مجموعة تركيب فاخرة من سلوبان موديل بريكس لبناء دبابة زد تي زد-99 إيه إس.","Building Blocks",Military,51.72,,,18,,Active,No,,,,,,,,90,3.8,10,399,sluban-modelbricks-135-ztz-99as-tank-metal-coating-version-1079-pieces.webp,"2026-01-26 10:26:51","2026-01-26 10:26:51"
114,M38-B1250,sluban-modelbricks-bmd-2s-airborne-armored-vehicle-2-in-1-516-pieces,"sluban ModelBricks BMD-2S Airborne Armored Vehicle 2 in 1 – 516 Pieces","سلوبان موديل بريكس مدرعة الإنزال الجوي بي إم دي-2 إس (2 في 1) – 516 قطعة","A detailed building set from sluban ModelBricks that allows you to build the BMD-2S airborne armored vehicle.","مجموعة تركيب مميزة من سلوبان موديل بريكس تتيح بناء مدرعة الإنزال الجوي بي إم دي-2 إس.","A detailed building set from sluban ModelBricks that allows you to build the BMD-2S airborne armored vehicle.","مجموعة تركيب مميزة من سلوبان موديل بريكس تتيح بناء مدرعة الإنزال الجوي بي إم دي-2 إس.","Building Blocks",Military,18.09,,,48,,Active,No,,,,,,,,18,4.7,30,200,sluban-modelbricks-bmd-2s-airborne-armored-vehicle-2-in-1-516-pieces.webp,"2026-01-26 10:26:51","2026-01-26 10:26:51"
113,M38-B1251,sluban-modelbricks-btr80as-infantry-fighting-vehicle-2-in-1-611-pieces,"sluban ModelBricks BTR80AS Infantry Fighting Vehicle 2 in 1 – 611 Pieces","سلوبان موديل بريكس مدرعة المشاة بي تي آر 80 إيه إس (2 في 1) – 611 قطعة","A versatile building set from sluban ModelBricks that lets you build the BTR80AS infantry fighting vehicle with a 2-in-1 build option.","مجموعة تركيب مميزة من سلوبان موديل بريكس تتيح بناء مدرعة المشاة بي تي آر 80 إيه إس.","A versatile building set from sluban ModelBricks that lets you build the BTR80AS infantry fighting vehicle with a 2-in-1 build option.","مجموعة تركيب مميزة من سلوبان موديل بريكس تتيح بناء مدرعة المشاة بي تي آر 80 إيه إس.","Building Blocks",Military,24.13,,,48,,Active,No,,,,,,,,10,3.6,19,263,sluban-modelbricks-btr80as-infantry-fighting-vehicle-2-in-1-611-pieces.webp,"2026-01-26 10:26:51","2026-01-26 10:26:51"
112,M38-B1252,sluban-modelbricks-pantsir-s1s-self-propelled-ads-659-pieces,"sluban ModelBricks Pantsir-S1S Self-Propelled ADS – 659 Pieces","سلوبان موديل بريكس منظومة بانتسير إس-1 إس ذاتية الحركة – 659 قطعة","A detailed building set from sluban ModelBricks that allows you to build the Pantsir-S1S self-propelled air defense system.","مجموعة تركيب متقدمة من سلوبان موديل بريكس تتيح بناء منظومة بانتسير إس-1 إس.","A detailed building set from sluban ModelBricks that allows you to build the Pantsir-S1S self-propelled air defense system.","مجموعة تركيب متقدمة من سلوبان موديل بريكس تتيح بناء منظومة بانتسير إس-1 إس.","Building Blocks",Military,24.99,,,36,,Active,No,,,,,,,,20,3.9,49,461,sluban-modelbricks-pantsir-s1s-self-propelled-ads-659-pieces.webp,"2026-01-26 10:26:51","2026-01-26 10:26:51"
118,M38-B1129,sluban-modelbricks-s1000ms-motorcycle-112-242-pieces,"sluban ModelBricks S1000MS Motorcycle 1/12 – 242 Pieces","سلوبان موديل بريكس دراجة نارية S1000MS بمقياس 1/12 – 242 قطعة","A building set from sluban ModelBricks to construct the S1000MS motorcycle at 1/12 scale.","مجموعة تركيب من سلوبان موديل بريكس لبناء دراجة نارية S1000MS.","A building set from sluban ModelBricks to construct the S1000MS motorcycle at 1/12 scale.","مجموعة تركيب من سلوبان موديل بريكس لبناء دراجة نارية S1000MS.","Building Blocks",Vehicles,11.20,,,108,,Active,No,,,,,,,,96,4.0,1,497,sluban-modelbricks-s1000ms-motorcycle-112-242-pieces.webp,"2026-01-26 10:26:51","2026-01-26 10:26:52"
108,M38-B0836,sluban-modelbricks-uss-constitution-1x-21-frigate-1170,"sluban ModelBricks USS Constitution 1X-21 Frigate 1:170","سلوبان موديل بريكس سفينة يو إس إس كونستيتيوشن 1X-21 فرقاطة – بمقياس 1:170","A detailed building set from sluban ModelBricks that recreates the legendary USS Constitution warship.","مجموعة تركيب مميزة من sluban ModelBricks تجسّد السفينة الحربية التاريخية USS Constitution.","A detailed building set from sluban ModelBricks that recreates the legendary USS Constitution warship.","مجموعة تركيب مميزة من sluban ModelBricks تجسّد السفينة الحربية التاريخية USS Constitution.","Building Blocks","Ships & Boats",42.23,,,24,,Active,No,,,,,,,,31,4.0,2,304,sluban-modelbricks-uss-constitution-1x-21-frigate-1170.webp,"2026-01-26 10:26:51","2026-01-26 10:26:52"
51,TSD-2183,smart-led-desk-lamp,"Smart LED Desk Lamp","مصباح مكتب LED ذكي","Touch-controlled LED desk lamp with adjustable brightness and color temperature. USB charging port included.","مصباح مكتب LED بتحكم باللمس مع سطوع ودرجة حرارة لون قابلة للتعديل. يتضمن منفذ شحن USB.","Touch-controlled LED desk lamp with adjustable brightness and color temperature. USB charging port included.","مصباح مكتب LED بتحكم باللمس مع سطوع ودرجة حرارة لون قابلة للتعديل. يتضمن منفذ شحن USB.","Home & Kitchen","Home Decor",32.00,,,28,,Active,No,,,,,,,,66,4.5,63,781,smart-led-desk-lamp.webp,"2026-01-26 10:26:50","2026-01-26 10:26:51"
36,MRO-9406,sports-gym-bag,"Sports Gym Bag","حقيبة رياضية","Large capacity gym bag with shoe compartment and wet pocket. Water-resistant fabric, adjustable shoulder strap.","حقيبة رياضية كبيرة السعة مع جيب للأحذية وجيب للملابس المبللة. قماش مقاوم للماء، حزام كتف قابل للتعديل.","Large capacity gym bag with shoe compartment and wet pocket. Water-resistant fabric, adjustable shoulder strap.","حقيبة رياضية كبيرة السعة مع جيب للأحذية وجيب للملابس المبللة. قماش مقاوم للماء، حزام كتف قابل للتعديل.",Sports,"Fitness Equipment",25.00,,,35,,Active,No,,,,,,,,21,4.8,11,460,sports-gym-bag.webp,"2026-01-26 10:26:50","2026-01-26 10:26:51"
32,BZN-6930,stainless-steel-knife-set,"Stainless Steel Knife Set","طقم سكاكين ستانلس ستيل","Professional 6-piece knife set with wooden block. High-carbon stainless steel blades, ergonomic handles.","طقم سكاكين احترافي 6 قطع مع حامل خشبي. شفرات ستانلس ستيل عالية الكربون، مقابض مريحة.","Professional 6-piece knife set with wooden block. High-carbon stainless steel blades, ergonomic handles.","طقم سكاكين احترافي 6 قطع مع حامل خشبي. شفرات ستانلس ستيل عالية الكربون، مقابض مريحة.","Home & Kitchen","Kitchen Appliances",35.00,,,25,,Active,No,,,,,,,,42,4.5,2,385,stainless-steel-knife-set.webp,"2026-01-26 10:26:50","2026-01-26 10:26:52"
39,MYE-7507,sticky-notes-variety-pack,"Sticky Notes Variety Pack","مجموعة ملصقات لاصقة","Colorful sticky notes in various sizes and shapes. 500 sheets total, perfect for organization and reminders.","ملصقات لاصقة ملونة بأحجام وأشكال متنوعة. 500 ورقة إجمالاً، مثالية للتنظيم والتذكيرات.","Colorful sticky notes in various sizes and shapes. 500 sheets total, perfect for organization and reminders.","ملصقات لاصقة ملونة بأحجام وأشكال متنوعة. 500 ورقة إجمالاً، مثالية للتنظيم والتذكيرات.",Stationery,"Office Supplies",8.00,,,80,,Active,No,,,,,,,,26,4.5,42,387,sticky-notes-variety-pack.webp,"2026-01-26 10:26:50","2026-01-26 10:26:51"
23,SKN-UA3770,the-ordinary-niacinamide-10,"The Ordinary Niacinamide 10%","ذا أورديناري نياسيناميد 10%","Serum for reducing blemishes and balancing sebum.","سيروم لتقليل الشوائب وموازنة الدهون.","Serum for reducing blemishes and balancing sebum.","سيروم لتقليل الشوائب وموازنة الدهون.",Skincare,,12.00,24.00,50%,95,,Active,No,,,,,,,,534,4.6,367,5430,the-ordinary-niacinamide-10.webp,"2026-01-26 10:26:50","2026-01-26 10:26:51"
38,HJB-7303,watercolor-paint-set,"Watercolor Paint Set","طقم ألوان مائية","Professional watercolor set with 24 vibrant colors. Includes palette, brushes, and portable case.","طقم ألوان مائية احترافي مع 24 لوناً زاهياً. يشمل لوحة وفرش وحقيبة محمولة.","Professional watercolor set with 24 vibrant colors. Includes palette, brushes, and portable case.","طقم ألوان مائية احترافي مع 24 لوناً زاهياً. يشمل لوحة وفرش وحقيبة محمولة.",Stationery,"School Supplies",22.00,65.00,66.2%,30,,Active,No,,,,,,,,21,4.8,23,518,watercolor-paint-set.webp,"2026-01-26 10:26:50","2026-01-26 10:26:51"
